time,Avg_I_L1,Min_I_L1,Max_I_L1,Avg_I_L2,Min_I_L2,Max_I_L2,Avg_I_L3,Min_I_L3,Max_I_L3,Avg_U_L1,Min_U_L1,Max_U_L1,Avg_U_L2,Min_U_L2,Max_U_L2,Avg_U_L3,Min_U_L3,Max_U_L3,Avg_b_charge,Min_b_charge,Max_b_charge,Avg_P,Min_P,Max_P,Avg_Q,Min_Q,Max_Q
01.01.1840 09:20:00,80.28,99.57,95.50,13.09,34.90,114.35,71.44,21.49,40.35,34.83,116.19,99.34,111.69,18.93,13.37,25.74,8.29,80.27,15.22,20.75,102.74,67.70,115.57,82.51,102.23,25.69,113.42
01.01.1840 09:25:00,9.63,101.81,9.81,34.70,107.06,115.60,68.71,46.67,59.19,98.23,5.48,46.76,105.57,27.12,52.96,117.24,107.72,47.86,10.04,98.88,33.10,68.67,59.68,97.38,51.62,0.08,69.59
01.01.1840 09:30:00,88.20,59.56,40.45,115.02,91.00,31.04,108.13,99.78,102.81,37.72,86.43,44.64,61.01,45.11,32.89,100.60,11.99,101.25,80.13,11.41,1.81,29.76,32.59,113.04,74.32,75.62,92.40
01.01.1840 09:35:00,12.56,31.47,1.81,36.02,50.62,25.30,72.23,18.76,71.08,65.51,34.90,65.44,21.41,6.52,3.96,19.58,105.48,68.77,53.33,1.47,62.90,20.64,45.72,19.57,28.78,66.43,24.99
01.01.1840 09:40:00,40.25,51.25,59.87,97.53,85.99,45.20,86.26,78.81,2.49,11.00,45.61,85.69,100.85,105.46,49.81,12.85,28.25,47.53,116.19,44.95,33.32,24.69,45.20,68.90,83.81,30.27,63.48
01.01.1840 09:45:00,53.37,28.34,6.74,22.53,31.24,29.04,44.52,62.70,48.12,58.84,63.39,84.53,0.19,116.64,81.73,25.63,52.17,31.28,93.87,115.29,69.49,96.03,4.02,37.06,32.91,67.62,88.30
01.01.1840 09:50:00,70.36,34.45,111.99,3.83,51.15,33.76,61.87,35.67,36.34,111.87,73.55,101.44,34.44,5.39,84.80,119.30,23.31,3.77,35.02,35.07,101.82,21.85,76.01,54.67,28.34,97.64,1.37
01.01.1840 09:55:00,99.71,6.63,53.17,59.92,99.11,86.91,67.14,66.08,84.61,23.15,35.43,61.23,19.30,74.74,3.42,111.52,103.84,4.13,116.91,4.29,76.36,50.37,58.17,34.92,41.68,55.52,110.02
01.01.1840 10:00:00,98.50,114.51,10.95,113.98,2.94,0.60,47.68,104.91,110.09,118.30,37.07,109.66,107.72,9.69,114.44,110.89,29.05,34.73,52.26,31.80,17.61,114.43,99.60,54.29,105.29,49.36,78.81
01.01.1840 10:05:00,99.25,34.26,62.25,112.72,60.62,13.67,104.36,50.29,11.59,90.93,73.91,114.41,110.12,83.71,74.20,55.57,58.65,93.21,12.63,27.97,113.89,66.98,47.71,22.52,78.67,89.84,94.48
01.01.1840 10:10:00,85.16,5.17,25.51,109.59,102.38,42.33,72.12,83.51,5.84,85.82,100.69,71.67,6.23,23.82,10.92,54.69,92.23,89.01,68.16,15.32,20.12,103.45,22.27,84.87,78.26,1.96,54.70
01.01.1840 10:15:00,31.53,71.98,100.28,51.67,90.47,70.90,86.41,83.63,71.61,77.49,46.37,6.25,106.57,7.45,101.67,10.35,82.69,20.99,117.10,88.81,44.48,11.40,110.02,113.11,30.02,58.21,21.11
01.01.1840 10:20:00,98.15,44.18,33.56,39.75,31.78,65.37,39.26,87.61,91.12,41.67,85.57,112.58,88.02,103.83,83.06,10.83,32.23,47.21,42.48,80.82,89.42,98.17,22.86,45.54,16.20,117.57,62.38
01.01.1840 10:25:00,64.99,69.04,17.61,114.39,40.62,39.21,5.64,52.45,103.27,44.79,51.64,87.26,67.10,19.34,117.21,59.57,53.22,115.86,21.06,33.99,14.82,90.39,56.48,70.13,113.24,113.22,51.52
01.01.1840 10:30:00,18.13,51.50,74.51,94.36,54.05,95.17,96.60,70.01,17.73,4.41,22.16,65.29,24.06,10.93,5.52,82.85,43.26,117.27,118.41,43.32,10.23,98.23,31.44,119.19,18.92,30.60,86.93
01.01.1840 10:35:00,18.42,101.09,95.13,68.06,23.42,56.00,63.99,80.93,71.38,25.71,105.36,16.00,16.91,94.39,82.59,49.94,109.01,65.40,47.90,85.64,61.16,77.49,25.11,38.97,7.29,62.20,56.05
01.01.1840 10:40:00,112.70,0.95,41.29,71.72,100.80,115.12,116.41,43.83,41.91,68.22,24.72,70.30,52.46,55.16,64.36,11.17,112.69,41.72,90.85,47.65,4.15,89.67,98.89,111.02,34.97,54.82,32.52
01.01.1840 10:45:00,59.16,109.83,47.13,8.30,34.99,90.70,46.22,53.87,97.44,42.42,103.39,99.17,46.23,76.72,97.51,112.98,44.68,98.29,72.00,104.36,1.93,79.38,13.62,7.25,87.53,33.57,23.58
01.01.1840 10:50:00,77.77,37.43,95.34,20.36,26.77,11.23,74.22,26.77,106.38,31.50,97.86,4.16,64.15,50.17,62.93,29.48,87.41,100.91,29.90,48.01,118.97,18.31,61.01,114.75,0.30,64.27,15.20
01.01.1840 10:55:00,77.04,20.10,22.80,94.29,43.81,62.84,75.79,37.23,57.50,119.27,78.87,70.18,80.33,1.50,44.10,90.77,21.22,22.89,59.85,101.68,64.28,54.84,3.30,92.05,34.90,70.65,89.91
01.01.1840 11:00:00,23.38,76.77,74.23,81.86,71.73,1.13,0.94,117.71,2.43,18.15,0.25,79.56,33.49,37.61,83.15,83.26,108.17,84.34,103.97,29.82,71.14,67.27,47.77,11.05,89.08,31.71,23.76
01.01.1840 11:05:00,104.95,81.75,4.11,56.32,50.20,31.54,33.43,54.59,60.11,45.33,41.73,64.55,53.28,113.27,7.82,34.32,54.31,18.71,102.33,57.06,52.75,62.96,15.08,29.29,52.27,76.83,95.76
01.01.1840 11:10:00,6.80,40.56,8.30,22.04,67.90,47.91,71.77,104.29,64.84,84.12,33.06,66.20,7.20,58.04,94.16,87.71,10.18,33.36,3.19,74.61,103.19,108.60,25.53,101.80,46.99,30.04,75.53
01.01.1840 11:15:00,95.66,47.65,20.08,40.76,40.82,18.60,83.68,101.47,82.78,60.93,87.40,50.63,32.72,14.57,58.93,78.91,49.29,38.96,69.74,36.35,65.18,112.15,24.12,35.11,104.65,111.01,21.29
01.01.1840 11:20:00,0.80,103.16,4.26,47.85,88.41,55.06,22.80,47.34,68.16,105.06,17.75,42.63,69.67,79.91,110.98,7.03,44.81,94.69,118.21,23.11,113.63,37.26,70.01,88.28,35.59,80.85,114.11
01.01.1840 11:25:00,66.72,90.54,29.22,93.79,35.23,87.24,76.50,69.07,1.67,43.00,23.37,87.73,115.85,75.21,56.06,65.10,0.16,117.16,41.83,101.65,54.33,70.26,17.42,29.38,118.69,1.28,57.85
01.01.1840 11:30:00,34.27,65.98,56.95,54.87,85.69,88.45,46.12,10.78,49.15,105.66,62.79,54.45,19.12,13.22,54.63,29.98,113.78,61.12,113.49,95.10,92.20,52.54,19.62,35.18,55.79,41.05,84.00
01.01.1840 11:35:00,75.24,28.75,68.51,106.44,73.24,119.09,35.89,40.87,63.42,14.43,74.44,72.67,80.02,82.42,33.40,10.74,59.16,93.91,65.47,54.65,55.92,36.36,64.44,16.31,90.36,23.59,99.97
01.01.1840 11:40:00,79.27,21.67,78.62,117.90,5.16,73.56,69.40,87.11,54.95,48.08,24.04,88.51,85.48,93.54,21.54,9.37,57.99,16.08,45.17,110.72,41.06,15.49,21.42,35.25,64.71,107.93,113.42
01.01.1840 11:45:00,112.56,13.77,77.79,72.04,65.65,58.90,74.11,90.95,34.73,56.10,28.84,82.08,21.50,12.05,37.31,12.20,6.66,67.34,35.00,78.16,97.07,79.48,5.02,12.51,0.85,69.93,60.52
01.01.1840 11:50:00,32.81,97.61,79.86,92.81,77.67,82.40,10.89,0.13,5.12,16.03,92.73,25.86,43.17,59.08,96.10,68.33,116.35,41.18,73.00,22.91,30.33,99.12,98.57,102.48,18.41,90.70,44.02
01.01.1840 11:55:00,39.34,86.86,45.74,39.23,100.41,81.72,94.51,119.81,22.43,96.68,24.39,103.63,47.11,113.93,37.21,80.09,14.65,14.72,31.71,40.81,77.32,88.06,51.72,32.64,9.64,74.69,71.28
01.01.1840 12:00:00,93.88,37.76,10.43,48.66,99.88,2.29,63.83,14.27,96.69,92.71,14.93,94.42,19.98,112.80,44.33,20.63,75.08,97.34,8.66,46.11,45.81,106.88,109.62,58.06,64.79,37.05,5.64
01.01.1840 12:05:00,43.70,56.85,81.44,31.77,97.29,6.05,71.45,113.65,73.42,118.03,111.15,62.61,117.78,28.28,88.25,97.29,103.99,20.56,7.42,21.56,15.58,87.57,37.24,29.69,47.20,82.57,2.78
01.01.1840 12:10:00,7.40,65.85,63.81,86.54,40.32,29.44,88.46,18.58,64.63,119.40,64.48,30.06,85.05,32.41,13.99,75.33,119.42,34.97,21.97,73.94,6.79,96.27,2.99,24.56,67.42,66.96,34.72
01.01.1840 12:15:00,100.15,57.04,106.53,58.00,14.44,13.19,36.84,99.26,6.98,81.74,112.00,80.88,110.44,49.86,66.33,24.47,23.59,61.69,85.96,57.24,108.43,94.28,68.09,47.59,108.14,77.86,76.88
01.01.1840 12:20:00,40.94,108.37,50.01,48.74,43.55,19.70,83.70,97.33,89.41,98.67,91.48,42.59,58.95,42.58,57.09,102.54,45.51,59.99,78.40,93.00,56.56,104.39,10.46,98.70,14.87,72.74,20.47
01.01.1840 12:25:00,58.46,111.93,64.70,2.32,104.91,64.31,9.00,107.58,56.88,89.34,38.83,112.32,65.35,1.17,112.38,110.63,29.34,9.85,118.93,46.98,58.40,39.61,19.34,44.88,102.48,67.81,107.38
01.01.1840 12:30:00,25.63,23.29,114.42,17.02,115.38,5.90,97.20,117.28,82.56,29.73,26.18,87.69,90.33,74.66,73.71,9.54,71.26,67.22,43.05,35.45,79.51,20.61,72.37,116.36,2.70,86.00,38.63
01.01.1840 12:35:00,30.06,88.36,80.80,94.36,61.82,100.84,96.76,83.44,113.74,72.21,46.44,93.16,19.67,53.33,78.25,109.62,76.99,9.13,17.51,33.34,38.50,90.99,3.19,45.44,35.46,47.38,99.67
01.01.1840 12:40:00,31.13,47.39,8.92,22.92,96.13,94.48,27.21,60.25,26.54,67.17,3.80,109.06,9.74,106.83,109.79,23.67,32.30,47.18,108.32,73.45,94.29,70.53,109.61,15.91,59.97,17.55,46.26
01.01.1840 12:45:00,110.55,116.58,4.97,12.22,33.30,73.00,60.40,108.07,22.53,0.61,97.32,104.26,33.41,13.21,36.85,94.54,42.78,66.64,19.12,2.63,22.06,97.08,101.99,3.52,21.30,66.81,89.61
01.01.1840 12:50:00,71.07,19.38,58.09,82.35,76.89,46.67,60.11,103.58,81.71,80.37,27.64,12.39,6.79,22.83,47.63,59.45,1.23,47.92,23.32,29.53,23.34,10.89,74.70,77.54,111.65,43.56,31.56
01.01.1840 12:55:00,86.28,80.32,36.54,91.75,2.10,45.42,96.93,100.74,63.39,83.92,68.23,37.71,51.42,98.46,69.44,23.93,71.07,37.40,48.26,105.89,119.45,95.43,68.34,98.81,65.00,10.25,34.10
01.01.1840 13:00:00,43.61,70.94,106.91,84.51,1.10,92.76,11.72,62.53,60.16,66.90,117.31,44.08,39.87,82.85,14.72,25.13,16.91,85.21,113.50,56.87,43.27,104.64,94.11,2.89,45.31,105.37,101.02
01.01.1840 13:05:00,100.26,21.88,62.84,88.34,55.59,30.05,38.23,3.16,85.25,100.18,12.31,51.70,64.08,13.84,41.05,93.85,98.14,21.13,80.32,25.58,18.75,6.41,113.85,39.96,9.13,55.21,0.20
01.01.1840 13:10:00,60.14,29.47,119.83,25.36,83.08,113.21,52.25,51.72,50.98,23.91,114.05,64.03,94.87,27.18,50.96,4.18,15.24,109.33,46.67,48.76,67.38,107.13,84.55,67.72,49.16,31.71,33.82
01.01.1840 13:15:00,98.72,48.70,46.78,91.85,57.22,85.59,67.19,72.85,36.31,87.28,95.56,28.65,53.32,16.45,93.90,61.74,19.42,23.28,87.81,80.92,103.90,4.94,114.20,22.59,83.19,90.76,104.78
01.01.1840 13:20:00,67.41,107.81,68.47,54.09,51.78,5.58,1.79,100.87,115.76,38.98,10.82,46.16,82.89,73.59,15.28,38.42,84.32,41.86,55.30,108.77,95.74,29.90,100.72,21.49,95.06,67.18,24.33
01.01.1840 13:25:00,109.97,4.42,28.70,12.72,93.68,13.65,83.25,109.86,83.06,28.05,84.82,105.92,117.76,101.44,112.71,22.86,81.25,10.77,89.15,44.15,79.16,68.09,105.55,103.16,21.49,5.53,34.57
01.01.1840 13:30:00,56.21,20.47,116.72,94.67,5.81,27.13,68.59,14.35,17.63,31.41,104.09,32.28,80.59,38.32,10.18,93.58,98.58,34.37,2.75,113.36,16.39,4.30,109.85,69.65,110.99,41.16,27.17
01.01.1840 13:35:00,15.63,73.67,56.66,100.66,41.78,94.35,53.95,66.21,61.35,40.30,38.35,68.67,106.82,96.13,20.64,25.34,79.44,32.99,26.69,109.66,57.94,51.81,112.02,89.88,116.17,24.58,44.69
01.01.1840 13:40:00,33.89,48.85,43.88,47.73,99.42,27.10,65.49,14.08,110.02,0.19,93.77,84.52,90.76,94.31,12.40,86.58,64.78,6.21,79.61,109.90,56.91,12.15,34.12,118.27,20.28,80.98,54.81
01.01.1840 13:45:00,56.79,40.52,111.26,112.12,64.85,5.90,63.86,9.51,113.79,70.75,74.10,15.18,22.02,69.17,109.26,39.68,48.91,7.61,74.72,108.59,87.39,77.27,4.58,97.92,111.06,22.98,97.50
01.01.1840 13:50:00,116.02,31.40,74.38,91.36,88.47,98.48,69.93,78.85,118.75,55.97,119.20,45.41,42.68,101.18,108.51,35.10,72.49,39.56,92.25,113.35,103.69,38.74,73.12,0.87,88.64,17.94,91.62
01.01.1840 13:55:00,87.67,25.46,20.71,82.65,84.98,87.19,114.27,82.42,84.53,75.37,5.28,16.54,17.28,104.97,33.22,112.92,26.87,0.14,22.19,119.09,94.53,117.65,66.68,28.70,105.97,96.37,13.46
01.01.1840 14:00:00,101.93,91.77,16.80,50.49,30.49,11.13,77.74,62.59,47.10,64.59,73.01,9.16,8.73,46.24,35.33,10.04,84.02,48.82,12.85,29.37,101.85,85.05,89.90,63.06,43.23,43.81,58.64
01.01.1840 14:05:00,73.21,64.83,101.77,28.13,106.46,13.98,67.35,21.11,89.52,7.16,70.37,21.31,4.07,107.99,46.70,62.01,37.42,114.01,60.83,84.35,104.88,11.66,11.29,36.41,35.37,20.94,76.60
01.01.1840 14:10:00,29.21,91.71,84.08,116.05,78.35,68.59,49.02,99.85,1.45,91.86,35.84,23.64,42.58,4.70,113.18,2.45,104.51,62.35,46.67,54.09,29.79,60.21,55.12,3.39,89.31,71.83,4.65
01.01.1840 14:15:00,70.01,25.09,109.98,61.16,106.91,78.60,118.15,25.81,4.28,25.98,25.79,115.12,100.18,114.18,22.25,113.24,12.49,57.74,74.36,35.94,89.27,57.31,109.68,103.57,79.72,84.24,15.32
01.01.1840 14:20:00,116.74,64.78,48.43,54.55,94.13,100.79,42.91,72.83,100.10,65.50,20.55,12.07,58.72,90.85,72.02,40.72,46.21,57.95,53.98,102.70,73.53,11.24,119.25,43.47,108.52,12.13,89.65
01.01.1840 14:25:00,94.71,21.91,33.36,66.62,26.54,29.55,102.71,106.25,92.30,112.88,35.32,69.67,46.08,1.20,79.01,60.47,62.30,104.28,75.11,27.58,115.06,11.81,107.46,109.01,100.85,49.55,87.02
01.01.1840 14:30:00,2.27,59.79,6.09,114.94,88.30,100.17,9.54,101.96,2.30,49.41,34.56,35.72,99.43,18.58,20.95,63.25,103.93,69.08,85.14,23.15,81.17,84.30,2.87,12.71,40.00,43.21,88.36
01.01.1840 14:35:00,104.94,71.89,97.86,39.26,69.71,10.38,39.88,94.07,36.92,60.17,80.45,118.17,41.89,90.10,104.25,38.38,29.79,119.11,90.04,47.29,96.19,3.31,79.50,9.00,84.75,53.36,3.21
01.01.1840 14:40:00,106.91,42.89,113.45,96.38,14.73,28.51,14.69,28.48,6.65,63.70,60.52,55.32,65.85,24.90,94.17,20.51,61.27,17.49,23.56,2.48,28.13,78.04,30.88,109.25,75.29,8.19,35.17
01.01.1840 14:45:00,81.48,46.09,62.59,24.94,100.51,110.49,60.65,40.35,54.68,1.52,40.46,72.06,59.93,88.73,26.40,34.75,98.41,118.73,84.49,95.70,54.40,60.78,0.46,77.14,91.52,46.36,79.25
01.01.1840 14:50:00,48.84,43.53,6.75,54.94,43.33,93.56,91.62,6.85,93.24,70.34,59.38,5.90,51.28,106.07,76.02,66.51,118.21,74.92,31.74,39.35,28.09,26.05,80.15,33.54,12.59,16.38,56.12
01.01.1840 14:55:00,78.05,115.50,3.22,64.85,114.01,60.93,88.58,70.23,27.67,76.07,42.81,60.37,30.42,32.98,73.15,77.18,61.54,75.48,41.19,108.58,69.40,28.43,54.37,119.52,6.94,41.05,74.39
01.01.1840 15:00:00,33.74,96.12,22.63,11.24,118.82,34.14,5.09,56.74,90.64,45.90,34.25,61.56,84.35,0.35,45.92,6.24,94.97,69.18,16.32,111.63,118.23,34.27,18.99,110.33,32.94,97.88,107.82
01.01.1840 15:05:00,64.38,38.31,41.75,29.42,71.52,101.83,15.31,99.68,109.75,8.14,33.32,49.74,47.83,82.23,60.36,68.17,113.89,52.15,97.14,114.05,32.14,56.50,26.90,101.53,23.39,34.90,59.90
01.01.1840 15:10:00,43.90,56.83,91.25,14.63,89.64,2.97,105.65,21.99,29.11,71.40,10.25,73.49,50.91,29.71,78.91,34.69,81.83,85.40,57.93,41.29,119.54,47.28,67.54,87.61,53.53,37.48,15.25
01.01.1840 15:15:00,85.71,18.62,39.68,63.69,109.39,99.65,67.25,56.79,52.79,28.98,35.57,64.73,33.76,118.04,107.33,50.48,109.41,65.45,9.02,3.20,113.31,45.12,98.04,30.19,33.70,47.72,10.04
01.01.1840 15:20:00,82.57,14.43,6.04,50.48,9.96,89.17,59.02,32.42,84.20,108.88,59.25,115.87,63.55,35.98,44.73,47.20,89.85,49.49,29.88,18.41,69.23,31.88,6.16,66.05,95.49,49.70,9.39
01.01.1840 15:25:00,99.06,92.80,29.43,0.73,51.29,113.44,5.48,71.37,110.77,15.91,50.36,100.62,41.80,58.30,112.41,52.05,41.73,3.70,67.29,113.63,6.71,52.80,72.09,3.99,55.41,74.04,26.57
01.01.1840 15:30:00,105.60,118.38,23.53,96.80,82.65,38.44,8.22,7.77,66.84,49.06,58.82,88.07,8.92,29.27,94.98,94.36,89.61,43.56,88.18,114.15,117.32,47.40,26.06,73.83,68.26,24.29,75.28
01.01.1840 15:35:00,3.88,111.90,98.70,80.41,98.65,117.53,4.09,59.12,98.86,47.50,72.02,50.68,75.74,112.48,51.43,23.86,91.06,111.06,15.00,117.60,44.49,94.04,88.73,95.51,113.94,88.89,83.55
01.01.1840 15:40:00,56.85,35.56,1.30,49.59,55.93,36.20,36.86,93.99,20.49,69.29,99.27,3.17,83.64,108.81,27.66,51.14,19.00,77.39,51.00,87.73,113.11,15.70,81.92,101.43,16.97,77.70,104.24
01.01.1840 15:45:00,55.29,31.00,52.55,68.14,65.92,34.28,89.76,95.32,112.82,78.76,21.62,81.72,37.47,83.93,17.76,68.40,40.11,103.75,101.57,104.96,26.33,43.16,95.28,37.20,80.49,81.30,81.31
01.01.1840 15:50:00,85.94,110.08,63.21,64.48,3.47,99.19,97.47,85.97,65.54,94.99,11.47,19.05,65.40,19.74,42.17,8.12,116.88,90.93,81.15,109.28,69.61,31.85,58.82,53.38,19.53,62.47,60.94
01.01.1840 15:55:00,55.27,51.70,66.81,15.03,44.89,43.04,73.25,5.55,64.07,7.25,49.04,77.99,49.96,75.14,28.92,78.61,103.71,68.66,61.06,0.02,99.72,69.02,43.31,40.32,4.38,62.84,7.00
01.01.1840 16:00:00,58.57,25.04,79.69,36.78,23.06,30.00,116.39,42.46,96.28,106.10,105.90,84.77,33.91,94.79,8.10,7.48,28.51,77.31,46.29,119.08,107.36,4.15,16.13,10.81,6.54,86.12,96.26
01.01.1840 16:05:00,91.76,84.89,7.64,19.82,34.23,40.92,76.64,77.03,92.92,12.29,100.25,56.48,97.06,29.09,30.33,1.08,46.99,80.53,97.27,102.78,73.02,115.54,78.60,46.55,104.62,50.08,53.77
01.01.1840 16:10:00,63.90,35.71,69.47,24.46,30.38,81.50,39.45,7.77,89.64,7.05,73.17,13.24,6.82,37.92,2.61,77.55,10.40,59.60,27.42,30.33,23.68,35.84,91.16,76.90,86.98,75.94,65.64
01.01.1840 16:15:00,79.09,102.95,5.88,56.62,59.80,20.00,94.68,75.97,115.42,34.75,5.61,80.81,21.21,100.07,14.68,73.44,33.98,23.54,92.08,26.43,91.15,82.10,8.51,40.40,57.31,22.30,14.24
01.01.1840 16:20:00,11.96,102.60,25.77,94.21,86.22,82.77,63.60,29.82,59.75,83.80,69.58,27.75,10.40,50.55,78.80,102.21,50.58,63.90,59.45,46.18,39.23,53.35,65.42,43.34,51.93,100.55,51.68
01.01.1840 16:25:00,2.92,26.98,104.84,8.57,94.17,35.49,90.11,65.67,54.74,25.18,22.51,101.81,10.23,49.10,24.83,59.82,51.23,118.03,38.07,38.66,3.45,83.24,84.28,51.55,86.84,93.75,40.14
01.01.1840 16:30:00,97.47,34.77,29.23,41.16,83.93,62.15,81.99,57.28,58.58,71.78,16.77,114.61,105.84,36.01,77.61,111.13,43.84,4.80,94.17,69.00,3.01,35.56,36.07,37.96,34.91,12.46,81.18
01.01.1840 16:35:00,35.83,67.64,111.17,23.89,39.17,78.77,106.10,112.22,76.50,48.60,50.09,47.12,22.31,45.78,21.74,22.97,104.90,12.42,56.50,86.73,0.96,52.39,98.50,80.14,86.99,46.14,80.50
01.01.1840 16:40:00,20.88,43.00,5.28,66.98,36.41,73.23,89.59,30.06,40.81,112.27,112.30,0.59,45.41,3.78,59.16,27.98,54.57,87.20,109.73,21.85,43.24,81.17,106.89,8.83,41.84,72.69,102.00
01.01.1840 16:45:00,105.43,9.37,9.93,58.42,14.88,103.31,77.13,73.70,108.52,69.22,83.66,5.16,50.62,63.31,40.83,55.89,58.77,80.81,7.37,64.98,103.25,102.45,37.99,89.74,37.19,28.39,114.04
01.01.1840 16:50:00,92.39,101.07,27.26,75.59,64.24,24.78,14.16,41.20,70.61,77.19,22.01,66.19,10.28,5.21,99.80,33.56,113.56,38.24,71.67,93.72,39.74,91.84,98.64,107.93,101.39,72.72,109.58
01.01.1840 16:55:00,109.80,60.35,94.17,84.49,21.34,114.36,46.60,2.07,64.58,46.21,96.44,1.80,57.58,108.07,113.22,4.02,56.57,15.68,71.99,104.31,78.18,44.00,58.59,102.82,27.14,102.71,0.79
01.01.1840 17:00:00,110.32,92.23,22.29,98.06,84.91,63.87,47.16,94.06,89.13,43.75,119.58,112.00,44.97,37.82,34.40,15.76,17.74,7.35,93.22,13.95,24.66,49.99,42.86,85.60,73.72,54.15,69.77
01.01.1840 17:05:00,13.83,53.86,60.63,37.25,95.06,48.78,80.33,115.74,41.44,31.61,72.59,104.78,31.95,85.06,52.11,99.88,70.71,30.59,29.65,68.89,38.40,40.80,80.23,5.29,17.01,104.21,55.03
01.01.1840 17:10:00,7.96,101.22,10.60,114.61,4.79,29.70,57.58,118.13,11.61,56.80,114.06,94.74,99.03,15.90,8.26,34.25,55.90,38.90,49.92,48.41,20.73,96.32,39.93,95.42,35.30,52.25,108.88
01.01.1840 17:15:00,79.38,44.77,22.89,38.02,118.28,64.32,70.72,5.76,108.51,50.08,4.84,105.48,98.50,96.37,80.38,36.18,106.30,13.16,46.40,119.71,21.46,46.13,73.63,9.41,89.77,103.21,77.10
01.01.1840 17:20:00,58.71,31.73,18.29,117.74,85.82,12.32,36.95,23.80,27.32,79.74,108.37,62.47,40.24,38.19,89.88,109.71,17.22,104.42,30.07,51.37,107.90,26.17,22.37,3.53,59.25,90.96,104.69
01.01.1840 17:25:00,107.63,12.73,67.71,18.70,115.34,67.58,43.69,18.72,17.13,93.27,19.31,58.65,69.46,31.42,11.97,99.09,72.91,55.79,14.13,6.10,14.51,114.25,5.22,91.00,48.16,28.61,75.44
01.01.1840 17:30:00,86.86,31.23,12.44,43.94,56.83,97.40,59.66,83.47,15.06,118.92,119.69,14.04,108.89,12.82,80.73,10.99,22.19,117.00,9.57,25.21,60.33,104.36,116.57,68.98,28.76,117.21,44.02
01.01.1840 17:35:00,28.37,61.19,74.85,106.82,65.96,22.19,58.28,55.85,33.52,35.55,44.07,113.77,4.72,92.23,67.66,39.03,109.57,16.73,88.23,98.10,87.98,16.93,35.12,14.76,48.73,9.00,97.17
01.01.1840 17:40:00,54.03,63.16,44.51,51.71,110.07,74.19,58.92,119.59,116.83,79.59,111.82,52.50,96.05,46.39,37.83,25.94,90.04,8.34,116.81,90.12,47.15,45.73,101.05,79.55,17.78,6.63,102.74
01.01.1840 17:45:00,10.13,106.97,101.95,12.98,45.09,45.14,108.00,64.52,3.45,86.23,6.21,9.22,70.84,87.94,60.61,109.19,90.75,20.00,79.40,93.98,85.43,20.03,33.41,86.30,39.77,17.38,103.02
01.01.1840 17:50:00,58.72,97.70,7.46,66.25,89.17,97.42,77.68,21.40,40.65,90.16,110.95,90.69,94.71,21.00,18.26,28.32,87.22,18.82,31.09,87.25,85.05,36.94,86.65,83.62,59.63,63.55,71.48
01.01.1840 17:55:00,113.55,92.06,47.05,70.67,22.00,25.88,82.23,17.66,117.72,109.01,58.44,3.03,46.42,80.35,41.79,90.01,89.58,116.74,109.38,105.39,15.55,112.95,86.56,16.44,102.39,78.11,0.93
01.01.1840 18:00:00,49.28,14.29,30.21,0.26,23.53,7.03,31.32,8.53,11.04,88.16,115.14,74.47,61.82,29.12,110.28,10.31,41.95,23.80,69.98,51.35,40.81,26.93,43.41,63.53,46.92,64.38,85.06
01.01.1840 18:05:00,92.38,13.88,34.36,14.59,55.40,32.25,42.98,97.55,115.59,15.05,84.96,115.26,116.64,34.10,5.41,25.99,13.35,119.52,7.88,103.93,87.78,87.52,66.26,51.44,109.07,18.41,61.42
01.01.1840 18:10:00,38.13,84.62,90.80,68.79,0.53,87.76,95.98,7.43,11.37,55.20,28.22,95.82,81.23,38.93,96.05,43.17,16.79,114.95,95.72,108.54,52.11,73.91,49.57,3.18,67.11,48.64,40.01
01.01.1840 18:15:00,23.79,10.83,27.27,71.79,6.48,96.78,76.59,88.63,109.36,116.46,85.48,104.39,74.08,108.29,16.93,75.87,8.52,73.28,10.89,59.66,46.50,16.72,57.21,98.97,95.42,20.24,68.41
01.01.1840 18:20:00,15.41,77.43,0.97,42.38,33.20,75.11,109.02,4.16,53.21,82.19,86.86,1.01,11.08,29.85,105.25,75.82,74.28,68.81,91.09,35.33,92.15,95.57,118.39,82.33,6.25,23.79,104.43
01.01.1840 18:25:00,61.17,35.56,109.66,114.76,80.28,119.29,99.13,101.39,9.10,34.42,53.89,92.02,48.72,101.13,97.67,37.21,23.71,92.57,109.88,114.07,105.02,34.19,105.34,77.10,44.02,110.24,53.52
01.01.1840 18:30:00,52.66,105.25,79.78,76.67,95.85,42.78,118.14,105.68,119.94,66.05,16.31,81.26,98.94,103.98,97.83,73.78,41.71,14.43,12.19,48.93,77.35,18.97,96.67,97.13,97.70,25.49,1.16
01.01.1840 18:35:00,82.18,57.15,117.56,35.91,32.42,70.99,12.31,63.38,2.87,114.95,114.44,39.42,4.23,12.80,84.02,7.13,82.78,8.80,69.93,78.06,74.35,88.79,95.77,14.85,65.83,64.96,100.48
01.01.1840 18:40:00,37.53,99.16,58.39,62.09,94.58,34.44,5.59,81.12,85.76,109.28,54.21,30.00,67.02,63.32,57.85,114.03,111.94,71.53,107.51,90.03,26.11,83.57,106.22,105.79,72.10,68.49,75.35
